element,created,fond,title,type_formatted,type
div1,2050-12-30,Tursko 4,DSCN2395-div1-zone_nt4_mys_dmb,SUMMARY,summary_Croatian
div1,1760-08-16,Tursko 1,DSCN1844-div1-zone_ykg_hcq_cjb,ʿARZIHĀL,ʿarz-ı_hāl_buyuruldu_iʿlām_sūret
div1,2050-12-30,Tursko 1,DSCN1844-div1-zone_ilt_jcq_cjb,ʿARZIHĀL,ʿarz-ı_hāl_sūret
div1,1760-08-10,Tursko 1,DSCN1844-div1-zone_zdj_lcq_cjb,BUYURULDU,buyuruldu_sūret
div1,1760-08-12,Tursko 1,DSCN1844-div1-zone_v11_ncq_cjb,IʿLĀM,iʿlām_sūret
div1,1760-08-16,Tursko 1,DSCN1844-div1-zone_r2q_4cq_cjb,BUYURULDU,buyuruldu_sūret
div1,2050-12-30,Tursko 1,DSCN1844-div1-zone_gs5_rcq_cjb,SUMMARY,summary_Croatian
div1,1807-12-12,Tursko 1,DSCN1837-div1-zone_u3k_xxp_cjb,HÜCCET,hüccet
div1,1778-10-30,Tursko 4,DSCN2457-div1-zone_qbg_1sv_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2443-div1-zone_vzp_thv_dmb,NOTE,note
div1,2050-12-30,Tursko 4,DSCN2443-div1-zone_lhv_5hv_dmb,NOTE,note
div1,1801-01-09,Tursko 4,DSCN2325-div1-zone_mcf_mwm_dmb,MÜRĀSELE,mürāsele
div1,1866-05-14,Tursko 4,DSCN2319-div1-zone_j23_4sm_dmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2319-div1-zone_yjx_rsm_dmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0081-div1-zone_gzx_y2z_k3b,FETVĀ,fetvā
div1,1835-04-27,Tursko 4,DSCN2133-div1-zone_d4q_kgk_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2133-div1-zone_i1n_4gk_cmb,SUMMARY,summary_Croatian
div1,1799-10-13,Tursko 3,DSCN9066-div1-zone_hp1_b5s_flb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9066-div1-zone_o5m_yts_flb,SUMMARY,summary_Croatian
div1,1801-07-11,Tursko 3,DSCN9072-div1-zone_bvd_jys_flb,EMIN,EMIN
div1,1831-12-24,Tursko 4,DSCN2127-div1-zone_mnf_bdk_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2127-div1-zone_vr4_ddk_cmb,SUMMARY,summary_Croatian
div1,1773-10-09,Tursko 4,DSCN2090-div1-zone_wpk_vs5_bmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2090-div1-zone_hz2_zs5_bmb,SUMMARY,summary_Croatian
div1,1849-11-14,Tursko 3,DSCN0136-div1-zone_c5m_vnw_2jb,EMIN,EMIN_zabt_tezkire
div1,2050-12-30,Tursko 3,DSCN0136-div1-zone_hm4_b4w_2jb,SUMMARY,summary_Croatian
div1,1778-04-08,Tursko 4,DSCN2047-div1-zone_qsq_3l4_bmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 7,DSCN0650-div1-zone_a1j_wcq_2mb,ʿILMÜHABER,ʿilmühaber
div1,2050-12-30,Tursko 7,DSCN0650-div1-zone_am1_zcq_2mb,[Missing D] MEMO_CROATIAN,memo_Croatian
div1,1828-03-14,Tursko 7,DSCN0644-div1-zone_ufl_vzp_2mb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 7,DSCN0644-div1-zone_x42_f1q_2mb,SUMMARY,summary_Croatian
div1,1708-08-27,Tursko 4,DSCN2053-div1-zone_ahm_qq4_bmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2053-div1-zone_lj3_cr4_bmb,SUMMARY,summary_Serbian
div1,1824-08-24,Tursko 3,DSCN0122-div1-zone_fzn_k3v_2jb,EMIN,EMIN_zabt_temessük
div1,2050-12-30,Tursko 3,DSCN0122-div1-zone_tkg_n3v_2jb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2286-div1-zone_uyv_g3g_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 1,DSCN1957-div1-zone_vmf_km2_djb,[Missing D] MAZBATA,mazbata
div1,1848-01-24,Tursko 1,DSCN1957-div1-zone_g42_5m2_djb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 1,DSCN1957-div1-zone_rp5_wm2_djb,SUMMARY,summary_Croatian
div1,1760-08-11,Tursko 6,DSCN0491-div1-zone_es3_fmc_2mb,HÜCCET,hüccet
div1,2050-12-30,Tursko 6,DSCN0491-div1-zone_uxf_kmc_2mb,SUMMARY,summary_Croatian
div1,1846-05-30,Tursko 1,DSCN1943-div1-zone_btp_swd_djb,SŪRET,unknown_sūret
div1,1825-10-20,Tursko 4,DSCN2292-div1-zone_mnp_dkg_dmb,HURŪF,hurūf
div1,2050-12-30,Tursko 4,DSCN2292-div1-zone_agc_3kg_dmb,SUMMARY,summary_Croatian
div1,1811-01-24,Tursko 3,DSCN9310-div1-zone_drd_jxl_ylb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9310-div1-zone_p4f_hxl_ylb,SUMMARY,summary_Croatian
div1,1819-07-08,Tursko 4,DSCN1994-div1-zone_t4f_brp_zlb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN1994-div1-zone_lvz_frp_zlb,SUMMARY,summary_Croatian
div1,1848-09-19,Tursko 3,DSCN0320-div1-zone_yhp_f2p_2kb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0320-div1-zone_r3y_k2p_2kb,SUMMARY,summary_Croatian
div1,1780-01-06,Tursko 4,DSCN2251-div1-zone_agj_grf_dmb,MÜRĀSELE,mürāsele
div1,1739-04-08,Tursko 3,DSCN9304-div1-zone_w2g_dql_tlb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN1980-div1-zone_yfn_4vg_j3b,[Missing D] 計算書,計算書
div1,1773-07-04,Tursko 4,DSCN2279-div1-zone_nd5_gfg_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2279-div1-zone_try_nfg_dmb,SUMMARY,summary_Croatian
div1,1849-11-14,Tursko 3,DSCN0308-div1-zone_kjj_kr4_2kb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0308-div1-zone_zvr_pr4_2kb,SUMMARY,summary_Croatian
div1,1826-05-22,Tursko 1,DSCN1016-div1-zone_gdz_3wg_z3b,MÜRĀSELE,mürāsele
div1,1830-05-03,Tursko 1,DSCN1764-div1-zone_tsf_2rh_cjb,HÜCCET,hüccet
div1,2050-12-30,Tursko 1,DSCN1764-div1-zone_otc_3rh_cjb,SUMMARY,summary_Croatian
div1,1848-11-25,Tursko 3,DSCN9338-div1-zone_vvm_tk1_zlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9338-div1-zone_xk3_rk1_zlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN8999-div1-zone_thk_fry_wkb,ʿARZIHĀL,ʿarz-ı_hāl
div1,1769-01-24,Tursko 3,DSCN8999-div1-zone_esb_3ry_wkb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 3,DSCN8999-div1-zone_dng_dry_wkb,SUMMARY,summary_Croatian
div1,1821-11-18,Tursko 1,DSCN1003-div1-zone_ejn_fcg_z3b,TEZKIRE,tezkire
div1,2050-12-30,Tursko 1,DSCN1003-div1-zone_c1n_3cg_z3b,SUMMARY,summary_Croatian
div1,1822-11-25,Tursko 4,DSCN2278-div1-zone_nyv_42g_dmb,MÜRĀSELE,mürāsele
div1,1801-05-25,Tursko 6,DSCN0447-div1-zone_prj_ywb_2mb,IʿLĀM,iʿlām_maʿrūz
div1,1848-09-28,Tursko 4,DSCN1981-div1-zone_ddt_qrg_zlb,TAHVĪL,edā_tahvīl
div1,2050-12-30,Tursko 4,DSCN1981-div1-zone_xxy_trg_zlb,SUMMARY,summary_Croatian
div1,1795-02-12,Tursko 3,DSCN9305-div1-zone_hxt_stl_ylb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 1,DSCN1759-div1-zone_vpd_x4h_cjb,DEFTER,defter
div1,2050-12-30,Tursko 1,DSCN1759-div1-zone_bhr_y4h_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2250-div1-zone_ztq_xqf_dmb,DEFTER,defter
div1,1839-12-28,Tursko 4,DSCN2244-div1-zone_pjz_14f_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2244-div1-zone_gj5_34f_dmb,SUMMARY,summary_Croatian
div1,1837-04-05,Tursko 3,DSCN0335-div1-zone_vbv_nql_kkb,EMIN,EMIN
div1,1760-02-21,Tursko 2,DSCN8966-div1-zone_vcv_5p5_2jb,FERMĀN,fermān_sūret
div1,2050-12-30,Tursko 2,DSCN8966-div1-zone_j3y_cq5_2jb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 2,DSCN8966-div1-zone_wry_dq5_2jb,SUMMARY,summary_Croatian
div1,1784-02-20,Tursko 6,DSCN0490-div1-zone_uxw_ykc_2mb,MÜRĀSELE,mürāsele_sūret
div1,1784-01-06,Tursko 6,DSCN0490-div1-zone_pwg_blc_2mb,BUYURULDU,buyuruldu_sūret
div1,2050-12-30,Tursko 4,DSCN2287-div1-zone_nqy_r3g_dmb,UNKNOWN,unknown_Croatitan
div1,1778-01-27,Tursko 3,DSCN8972-div1-zone_iwc_wgh_skb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN8972-div1-zone_rn4_1hh_skb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN9107-div1-zone_zl4_hm1_glb,SUMMARY,sumamry_Croatian
div1,1784-10-13,Tursko 4,DSCN2085-div1-zone_uts_cr5_bmb,[Missing D] IZIN,izin
div1,1819-10-18,Tursko 3,DSCN9073-div1-zone_oy3_hzs_flb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9073-div1-zone_p5q_fzs_flb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0916-div1-zone_t2z_pry_y3b,HÜCCET,hüccet
div1,2050-12-30,Tursko 1,DSCN0902-div1-zone_pqf_tfy_y3b,[Missing D] SERBIAN,serbian
div1,2050-12-30,Tursko 1,DSCN0902-div1-zone_gh1_wfy_y3b,[Missing D] SERBIAN,serbian
div1,1780-05-06,Tursko 3,DSCN9098-div1-zone_i1g_2g1_glb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9098-div1-zone_edq_cg1_glb,SUMMARY,summary_Croatian
div1,1743-05-22,Tursko 3,DSCN0094-div1-zone_g44_mt5_l3b,TEMESSÜK,temessük
div1,2050-12-30,Tursko 3,DSCN0094-div1-zone_sg2_rt5_l3b,SUMMARY,summary_Serbian
div1,1795-03-17,Tursko 3,DSCN0269-div1-zone_dmf_c25_xjb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0269-div1-zone_hy4_j25_xjb,SUMMARY,summary_Croatian
div1,1790-09-08,Tursko 3,DSCN9259-div1-zone_ow1_lfh_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9259-div1-zone_orl_jfh_nlb,SUMMARY,summary_Croatian
div1,1786-10-02,Tursko 4,DSCN2442-div1-zone_e4p_rgv_dmb,MÜRĀSELE,mürāsele
div1,1796-10-15,Tursko 3,DSCN0255-div1-zone_iwl_zqt_xjb,MÜRĀSELE,mürāsele
div1,1839-02-03,Tursko 3,DSCN9271-div1-zone_ij1_zmh_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9271-div1-zone_hdl_xmh_nlb,SUMMARY,summary_Croatian
div1,1781-12-08,Tursko 6,DSCN0533-div1-zone_oj4_yr3_2mb,IʿLĀM,iʿlām_maʿrūz
div1,2050-12-30,Tursko 6,DSCN0533-div1-zone_xfl_bs3_2mb,SUMMARY,summary_Serbian
div1,2050-12-30,Tursko 4,DSCN2330-div1-zone_m4j_pzm_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2330-div1-zone_khp_rzm_dmb,SUMMARY,summary_Croatian
div1,1830-06-20,Tursko 3,DSCN9265-div1-zone_wgk_dkh_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9265-div1-zone_bqm_bkh_nlb,SUMMARY,summary_Croatian
div1,1822-01-14,Tursko 3,DSCN0241-div1-zone_uym_dgk_kjb,EMIN,EMIN_tapu_nāme
div1,2050-12-30,Tursko 3,DSCN0241-div1-zone_pjz_ggk_kjb,SUMMARY,summary_Croatian
div1,1786-10-25,Tursko 4,DSCN2456-div1-zone_vjb_prv_dmb,YAFTA,yafta
div1,1855-02-12,Tursko 3,DSCN0296-div1-zone_x3x_z4s_yjb,SENED,tapu_senedi
div1,2050-12-30,Tursko 3,DSCN0296-div1-zone_rdr_hps_yjb,SUMMARY,summary_Croatian
div1,1877-03-03,Tursko 1,DSCN1836-div1-zone_pff_zwp_cjb,[Missing D] ŞUKKA,şukka
div1,1840-05-14,Tursko 3,DSCN0282-div1-zone_vpr_w35_xjb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0282-div1-zone_stk_z35_xjb,SUMMARY,summary_Croatian
div1,1801-08-14,Tursko 1,DSCN1834-div1-zone_gfq_gwp_cjb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 1,DSCN1834-div1-zone_vjj_jwp_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 5,DSCN2483-div1-zone_v1w_sgb_2mb,SENED,sened
div1,2050-12-30,Tursko 5,DSCN2483-div1-zone_vtb_chb_2mb,SENED,sened
div1,2050-12-30,Tursko 5,DSCN2483-div1-zone_a22_2hb_2mb,SENED,sened
div1,2050-12-30,Tursko 5,DSCN2483-div1-zone_r1j_jhb_2mb,SENED,sened
div1,2050-12-30,Tursko 5,DSCN2483-div1-zone_op4_4hb_2mb,SENED,sened
div1,2050-12-30,Tursko 5,DSCN2483-div1-zone_esm_shb_2mb,SENED,sened
div1,1777-11-29,Tursko 3,DSCN0280-div1-zone_fys_cg5_xjb,MÜRĀSELE,mürāsele
div1,1785-03-25,Tursko 1,DSCN1820-div1-zone_m4j_3t4_cjb,HÜCCET,hüccet
div1,2050-12-30,Tursko 1,DSCN1820-div1-zone_hk2_mt4_cjb,SUMMARY,summary_Croatian
div1,1785-06-06,Tursko 4,DSCN2326-div1-zone_etk_fxm_dmb,MÜRĀSELE,mürāsele
div1,1825-08-13,Tursko 3,DSCN9273-div1-zone_u3z_fmv_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9273-div1-zone_dvv_dmv_nlb,SUMMARY,summary_Croatian
div1,1809-03-14,Tursko 3,DSCN0257-div1-zone_ixl_grt_xjb,EMIN,EMIN_zabat_temessük
div1,2050-12-30,Tursko 3,DSCN0257-div1-zone_t5x_jrt_xjb,SUMMARY,summary_Croatian
div1,1774-02-13,Tursko 4,DSCN2440-div1-zone_h4q_wfv_dmb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 4,DSCN2440-div1-zone_k53_1gv_dmb,SUMMARY,summary_Serbian
div1,1786-05-22,Tursko 4,DSCN2454-div1-zone_h15_34v_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2454-div1-zone_krz_kpv_dmb,SUMMARY,summary_Croatian
div1,1784-05-07,Tursko 3,DSCN0243-div1-zone_c3s_ngk_kjb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 3,DSCN0243-div1-zone_zht_qgk_kjb,SUMMARY,summary_Croatian
div1,1790-09-08,Tursko 3,DSCN9267-div1-zone_l5t_hlh_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9267-div1-zone_pcd_1lh_nlb,SUMMARY,summary_Croatian
div1,1766-06-07,Tursko 4,DSCN2332-div1-zone_l2k_l1n_dmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2332-div1-zone_q4y_n1n_dmb,SUMMARY,summary_Croatian
div1,1749-02-11,Tursko 4,DSCN2468-div1-zone_hwm_qvv_dmb,HURŪF,hurūf
div1,1798-08-12,Tursko 3,DSCN0096-div1-zone_vty_1y5_l3b,EMIN,EMIN_zabt_temessük
div1,2050-12-30,Tursko 3,DSCN0096-div1-zone_vcp_cy5_l3b,SUMMARY,summary_Serbian
div1,1767-10-10,Tursko 3,DSCN0082-div1-zone_rbd_mfz_k3b,TEZKIRE,tezkire
div1,2050-12-30,Tursko 3,DSCN0082-div1-zone_gf4_4fz_k3b,SUMMARY,summary_Serbian
div1,1825-08-13,Tursko 4,DSCN2118-div1-zone_f2n_lxj_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2118-div1-zone_ap1_pxj_cmb,SUMMARY,summary_Croatian
div1,1802-04-29,Tursko 3,DSCN9059-div1-zone_rt5_xsc_ykb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9059-div1-zone_xhj_wsc_ykb,SUMMARY,summary_Croatian
div1,1829-05-12,Tursko 3,DSCN0121-div1-zone_l3t_13v_2jb,EMIN,EMIN_tapu
div1,1825-05-14,Tursko 3,DSCN9105-div1-zone_sgr_4l1_glb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9105-div1-zone_an1_kl1_glb,SUMMARY,summary_Croatian
div1,1842-10-23,Tursko 4,DSCN2044-div1-zone_ucq_cj4_bmb,TEZKIRE,tezkire
div1,1791-08-28,Tursko 3,DSCN9111-div1-zone_s33_mqv_glb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9111-div1-zone_xwk_hqv_glb,SUMMARY,summary_Croatian
div1,1825-08-13,Tursko 4,DSCN2078-div1-zone_vwt_tn5_bmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2078-div1-zone_d3c_145_bmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0109-div1-zone_nxm_5bv_2jb,UNKNOWN,unknown
div1,2050-12-30,Tursko 3,DSCN0109-div1-zone_ml2_xbv_2jb,UNKNOWN,unknown
div1,2050-12-30,Tursko 4,DSCN2291-div1-zone_oml_wjg_dmb,UNKNOWN,unknown
div1,1853-10-02,Tursko 4,DSCN2285-div1-zone_bkn_nhg_dmb,TAHVĪL,edā_tahvīl
div1,2050-12-30,Tursko 3,DSCN9307-div1-zone_mjb_rkq_h3b,[Missing D] IZIN_BELGESI,izin_belgesi
div1,2050-12-30,Tursko 3,DSCN9307-div1-zone_nh4_tkq_h3b,SUMMARY,summary_Croatian
div1,1821-12-31,Tursko 4,DSCN1983-div1-zone_kxr_wjp_zlb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN1983-div1-zone_qk2_1kp_zlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 6,DSCN0445-div1-zone_glg_cwb_2mb,ʿARZIHĀL,ʿarz-ı_hāl
div1,2050-12-30,Tursko 6,DSCN0445-div1-zone_izn_fwb_2mb,[Missing D] SUMMRAY_CROATIAN,summray_Croatian
div1,2050-12-30,Tursko 3,DSCN0323-div1-zone_w2r_dfp_2kb,ʿILMÜHABER,ʿilmühaber
div1,2050-12-30,Tursko 3,DSCN0323-div1-zone_nqx_jfp_2kb,SUMMARY,summary_Croatian
div1,1811-01-24,Tursko 3,DSCN9313-div1-zone_tkr_bzl_ylb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9313-div1-zone_zcq_zyl_ylb,SUMMARY,summary_Croatian
div1,1832-07-13,Tursko 4,DSCN1997-div1-zone_hrb_ltp_zlb,EMIN,EMIN
div1,2050-12-30,Tursko 6,DSCN0451-div1-zone_dcd_xyb_2mb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 6,DSCN0451-div1-zone_nv2_1zb_2mb,SUMMARY,sumamry_Croatian
div1,2050-12-30,Tursko 4,DSCN2246-div1-zone_z34_bpf_dmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2246-div1-zone_nbr_3pf_dmb,SUMMARY,summary_Croatian
div1,1847-09-09,Tursko 6,DSCN0479-div1-zone_vbz_rgc_2mb,HÜCCET,hüccet
div1,2050-12-30,Tursko 6,DSCN0479-div1-zone_tn2_1hc_2mb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1001-div1-zone_zjd_2bg_z3b,ʿARZIHĀL,ʿarz-ı_hāl
div1,1779-06-19,Tursko 1,DSCN1001-div1-zone_ajb_gbg_z3b,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 1,DSCN1001-div1-zone_mnn_3bg_z3b,SUMMARY,summary_Croatian
div1,1830-05-03,Tursko 1,DSCN1014-div1-zone_cpp_3vg_z3b,HÜCCET,hüccet
div1,2050-12-30,Tursko 1,DSCN1014-div1-zone_xwm_lvg_z3b,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1772-div1-zone_mvl_k23_cjb,ʿARZIHĀL,ʿarz-ı_hāl
div1,1784-02-24,Tursko 1,DSCN1772-div1-zone_wmd_n23_cjb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 1,DSCN1772-div1-zone_pgr_423_cjb,SUMMARY,summary_Croatian
div1,1842-12-27,Tursko 1,DSCN1766-div1-zone_w2g_w13_cjb,HÜCCET,hüccet
div1,2050-12-30,Tursko 1,DSCN1766-div1-zone_zbr_bb3_cjb,SUMMARY,summary_Croatian
div1,1856-03-13,Tursko 3,DSCN0336-div1-zone_txh_qrl_kkb,HÜCCET,hüccet
div1,2050-12-30,Tursko 3,DSCN0336-div1-zone_cb5_5rl_kkb,SUMMARY,summary_Croatian
div1,1816-06-26,Tursko 4,DSCN1996-div1-zone_xxw_fsp_zlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9312-div1-zone_syq_pyl_ylb,FETVĀ,fetvā
div1,2050-12-30,Tursko 3,DSCN9312-div1-zone_ugg_ryl_ylb,FETVĀ,fetvā
div1,2050-12-30,Tursko 3,DSCN9306-div1-zone_g41_45l_ylb,SUMMARY,summary_Croatian
div1,1817-11-08,Tursko 4,DSCN2253-div1-zone_hwx_rrf_dmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2253-div1-zone_k35_vrf_dmb,SUMMARY,summary_Croatian
div1,1767-06-28,Tursko 1,DSCN1969-div1-zone_nw4_1dz_djb,MÜRĀSELE,mürāsele
div1,1719-11-11,Tursko 6,DSCN0493-div1-zone_a4f_pnc_2mb,HÜCCET,hüccet
div1,1866-06-12,Tursko 1,DSCN1955-div1-zone_m12_4l2_djb,SENED,tapu_senedi
div1,2050-12-30,Tursko 1,DSCN1955-div1-zone_qwp_pl2_djb,TUĞRA,tuğra
div1,2050-12-30,Tursko 1,DSCN1955-div1-zone_pzm_rl2_djb,NOTE,note
div1,2050-12-30,Tursko 1,DSCN1955-div1-zone_jtw_sl2_djb,NOTE,note
div1,2050-12-30,Tursko 1,DSCN1955-div1-zone_tmr_tl2_djb,SUMMARY,summary_Croatian
div1,1840-03-13,Tursko 4,DSCN2290-div1-zone_dlh_ljg_dmb,TEZKIRE,tezkire
div1,1854-02-18,Tursko 1,DSCN1941-div1-zone_ns5_svd_djb,MÜRĀSELE,mürāsele_sūret
div1,2050-12-30,Tursko 1,DSCN1941-div1-zone_bbc_vvd_djb,SUMMARY,summary_Croatian
div1,1825-11-06,Tursko 3,DSCN9138-div1-zone_zhp_gfk_hlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9138-div1-zone_gdz_2fk_hlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2045-div1-zone_qfx_bk4_bmb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 4,DSCN2045-div1-zone_uhk_gk4_bmb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN0120-div1-zone_esr_jhv_2jb,FETVĀ,fetvā
div1,1794-05-18,Tursko 4,DSCN2051-div1-zone_nj1_hp4_bmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2051-div1-zone_tnk_mp4_bmb,SUMMARY,sumamry_Croatian
div1,1747-02-04,Tursko 7,DSCN0646-div1-zone_sxm_s1q_2mb,HÜCCET,hüccet
div1,2050-12-30,Tursko 7,DSCN0646-div1-zone_m2m_w1q_2mb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2086-div1-zone_kws_c5h_j3b,HÜCCET,hüccet_note
div1,2050-12-30,Tursko 4,DSCN2086-div1-zone_j2w_j5h_j3b,NOTE,note
div1,2050-12-30,Tursko 4,DSCN2086-div1-zone_c1s_m5h_j3b,[Missing D] FROM,from
div1,2050-12-30,Tursko 4,DSCN2086-div1-zone_frm_n5h_j3b,[Missing D] FROM,from
div1,2050-12-30,Tursko 4,DSCN2092-div1-zone_hd4_rt5_bmb,UNKNOWN,unkown
div1,2050-12-30,Tursko 4,DSCN2092-div1-zone_dwm_wt5_bmb,UNKNOWN,unkown
div1,2050-12-30,Tursko 4,DSCN2092-div1-zone_gwz_yt5_bmb,UNKNOWN,unkown
div1,2050-12-30,Tursko 4,DSCN2092-div1-zone_j41_155_bmb,SUMMARY,summary_Croatian
div1,1729-07-19,Tursko 3,DSCN9064-div1-zone_bvx_5qs_flb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9064-div1-zone_yw5_rqs_flb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN9064-div1-zone_nm1_tqs_flb,SUMMARY,summary_Croatian
div1,1825-01-20,Tursko 4,DSCN2131-div1-zone_onc_lfk_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2131-div1-zone_ljw_4fk_cmb,SUMMARY,summary_Croatian
div1,1790-09-08,Tursko 4,DSCN2125-div1-zone_s4l_dck_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2125-div1-zone_k51_gck_cmb,SUMMARY,summary_Croatian
div1,1808-07-28,Tursko 3,DSCN9070-div1-zone_l3f_gxs_flb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9070-div1-zone_nrq_jxs_flb,SUMMARY,summary_Croatian
div1,1861-06-13,Tursko 3,DSCN0915-div1-zone_fds_2py_y3b,BUYURULDU,beyaz_üzerine_buyuruldu
div1,2050-12-30,Tursko 4,DSCN2469-div1-zone_bym_jwv_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2469-div1-zone_mdl_pwv_dmb,SUMMARY,summary_Serbian
div1,1789-09-06,Tursko 6,DSCN0530-div1-zone_ugt_lr3_2mb,IʿLĀM,iʿlām_maʿrūz
div1,2050-12-30,Tursko 4,DSCN2327-div1-zone_hsr_sxm_dmb,UNKNOWN,unknown
div1,2050-12-30,Tursko 4,DSCN2327-div1-zone_uzx_lym_dmb,SUMMARY,summary_Croatian
div1,1856-12-06,Tursko 3,DSCN9299-div1-zone_fcm_gnl_tlb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN9299-div1-zone_ilx_2nl_tlb,SUMMARY,summary_Croatian
div1,1864-05-08,Tursko 1,DSCN1809-div1-zone_hdk_sj4_cjb,SENED,tapu_senedi
div1,1772-04-03,Tursko 5,DSCN2482-div1-zone_o1k_bgb_2mb,TEMESSÜK,temessük
div1,1843-11-29,Tursko 3,DSCN9289-div1-zone_clc_wwv_nlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9289-div1-zone_djf_5wv_nlb,SUMMARY,summary_Croatian
div1,1813-01-02,Tursko 3,DSCN0291-div1-zone_wrw_bks_yjb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0291-div1-zone_yb1_gks_yjb,SUMMARY,summary_Croatian
