aspectRatioType,calligraphy,cert,created,date,date_H,date_M,element,foldingMethod,fond,from,fulltext,huve,item,lang,lineage,memo,nameFull,note,note-mine,note-relation,note-sumamry,note-summary,note-summery,note-translation,number,openingPhrase,persName,placeFull,placeName,relationWithAnotherItems,stamp_c,stamp_o,title,transcription,type,type_formatted,witness
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2006-div1-zone_dlc_qvw_zlb,,summary_Croatian,summary,
,,date_cert_low,1793-12-26,1793-12-26,,,div1,,,,"... fī 23 Ca sene 1208




...",,,,,,,,,,,,,,,,,,,,,,DSCN0639-div1-zone_sp5_twp_2mb,,beyāz_üzerine_buyuruldu,buyuruldu,
,,,1853-05-29,1853-05-29,,,div1,,,,"... fī evāhir şehr Şaʿabānı'l-muʿazzam sene tisʿ ve sittīn ve mieteyn ve elif



...",,,,,,,,,,,,,,,,,,,,,,DSCN8926-div1-zone_rqd_jvz_djb,,fermān_sūret,fermān,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN8926-div1-zone_rsg_lvz_djb,,unknown,unknown,
,,,2050-12-30,1853-05-29|1853-05-30,,,div1,,,,Datum: III dekada šabana 1269 - 30. maj - 7. juli 1853.,,,,,,,,,,,,,,,,,,,,,,DSCN8926-div1-zone_y4f_nvz_djb,,summary_Croatian,summary,
,,,2050-12-30,1869,,,div1,,,,1869,,,,,,,,,,,,,,,,,,,,,,DSCN1902-div1-zone_onn_rcx_cjb,,summay_Croatian,summary,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2210-div1-zone_ty3_hxy_cmb,,unknown,unknown,
,,,2050-12-30,1809-02-14,,,div1,,,,"hüve
          Nefs-i varoş-ı Kirşevo mahālātlarından mahall-i ...
bundan akdem mütemekkinlerinden Anton ... nām mürd olup
          mesfūrun vereseler-i kebīr oğulu Toya ve kızı
          nasrāniyyesi ... nāmān vereseleri iltimās mürd
          mesfūrun verese iltimāsyla müstakil olan
          ... tahrīr verese'l-verese sahhı'l-bākī
          olanı taksīm olna 1223














... el-nāib-i Kirşevo




...",,,,,,,,,,,,,,,,,,,,,,DSCN9345-div1-zone_xvp_1nq_h3b,,kassām_defteri,kassām,
,,date_cert_low,2050-12-30,1861-07-07,,,div1,,,,"... fī 28 ... sene 1277



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0407-div1-zone_wnd_dm3_qkb,,iʿlām,iʿlām,
,,,1727-08-16,1727-08-16,,,div1,,,,"... Zı'l-hicce-i şerīf sene 1139



...",,,,,,,,,,,,,,,,,,,,,,DSCN9351-div1-zone_qcn_y51_zlb,,unkown,unknown,
,,,1845-01-08,1845-01-08,,,div1,,,,"işbu bin iki yüz altmış senesinde der ʿuhde ve ...
					



...
						



...
							





...",,,,,,,,,,,,,,,,,,,,,,DSCN0375-div1-zone_xnt_5ff_pkb,,EMIN_sūret,emin,
,,,2050-12-30,1844,,,div1,,,,... 1844.,,,,,,,,,,,,,,,,,,,,,,DSCN0375-div1-zone_k1r_zff_pkb,,summary_Croatian,summary,
,,,1780-11-25,1780-12-25|1780-11-25,,,div1,,,,"işbu bin yüz doksan dört senesinde Kirşevo ...
          ... hurira fī māh
          Zı'l-kaʿda sene 1194



...",,,,,,,,,,,,,,,,,,,,,,DSCN2238-div1-zone_xvm_hlz_cmb,,tezkire,tezkire,
,,,1797-03-10,1797-03-10,,,div1,,,,"... fī 12 N sene 211




...",,,,,,,,,,,,,,,,,,,,,,DSCN2239-div1-zone_erw_zlz_cmb,,yafta,yafta,
,,,2050-12-30,1797,,,div1,,,,... 1797,,,,,,,,,,,,,,,,,,,,,,DSCN2239-div1-zone_ign_2mz_cmb,,summary_Croatian,summary,
,,,1820-02-20,1820-02-20,,,div1,,,,"... fī 7 C sene 35



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN0348-div1-zone_mmd_rlr_kkb,,EMIN,emin,
,,,2050-12-30,1820|1820-10-06,,,div1,,,,... 1820 - 1235.,,,,,,,,,,,,,,,,,,,,,,DSCN0348-div1-zone_n3g_wlr_kkb,,summary_Croatian,summary,
,,,1755-10-31,1755-10-31,,,div1,,,,"... fi'l-yevmi'l-sitte ve'l-ʿaşrīn min şehr Muharremi'l-harām
          sene tisʿ ve sittīn ve mie ve elif



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN0412-div1-zone_r4h_4yg_skb,,hüccet,hüccet,
,,,1849-07-24,1849-07-24,,,div1,,,,"... fī 5 N sene 265



... 



...",,,,,,,,,,,,,,,,,,,,,,DSCN0360-div1-zone_gbf_3qr_kkb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,... fī,,,,,,,,,,,,,,,,,,,,,,DSCN0360-div1-zone_jzs_mqr_kkb,,summary_Croatian,summary,
,,,1818-09-14,1818-09-14,,,div1,,,,"... hurira fī 14 Za sene 1233




...",,,,,,,,,,,,,,,,,,,,,,DSCN9344-div1-zone_awj_k41_zlb,,mürāsele,mürāsele,
,,date_cert_low,1861-01-15,1861-01-15,,,div1,,,,"... fi'l-yevmi'l-rābīʿ min şehr Recebi'l-...
sene sabʿ ve sabʿīn ve mieteyn ve elif



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1718-div1-zone_dtw_bj2_bjb,,hüccet,hüccet,
,,,2050-12-30,1861,,,div1,,,,1861.,,,,,,,,,,,,,,,,,,,,,,DSCN1718-div1-zone_em5_gj2_bjb,,summary_Croatian,summary,
,,date_cert_low,1839-12-22,1839-12-22,,,div1,,,,"... fī 16 L sene 55




...",,,,,,,,,,,,,,,,,,,,,,DSCN2211-div1-zone_hbm_4xy_cmb,,unknown,unknown,
,,date_cert_low,1794-12-19,1794-12-19,,,div1,,,,"... fī 27 Ca sene 1209




...",,,,,,,,,,,,,,,,,,,,,,DSCN0638-div1-zone_jcs_3wp_2mb,,beyāz_üzerine_buyuruldu,buyuruldu,
,,,1793-08-06,1793-08-06,,,div1,,,,"işbu bin iki yüz yedi senesinde der ... 



...



...





...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN9152-div1-zone_ijq_gsk_hlb,,EMIN,emin,
,,,2050-12-30,1793|1796-07-04,,,div1,,,,... 1793 : ... 1210,,,,,,,,,,,,,,,,,,,,,,DSCN9152-div1-zone_rvg_bsk_hlb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2013-div1-zone_rmt_nzw_zlb,,tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2013-div1-zone_qbn_wzw_zlb,,unkown,unknown,
,,,1839-02-03,1839-02-03,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf budur ki
					bā-berāt-ı Pādişāhyla ber-vech-i iştirāk mutasarrıf olduğumuz tımārımız kurālarında Müslimīn mahallesinde
					tābiʿ nefs-i YLUYK karyesinde hudūd dāhilinde mutasarrıf eyledüğü nām kend-i taht-ı tasarrıfında bulunan bir kıtʿa
					TALAYURICE demekle bir taraf müşteri ruhbān tarlası ve taraf-ı sānī ve sālis ruhbān mezlā-
					sı ve taraf-ı rābiʿ ormanı varınca işbu dārende-i Kirşevo kilisaya gardiyān nām kimesne yalnız
					yüz on guruş resmiyle bedel mukābelesinde beyʿ-i bāt katʿiyle beyʿ edüp ol dahi minvāl-i
					muharrer üzere kabūl biz dahi ... bulunduğumuz hasebiyle tafvīz ve mesfūr-ı gardiyān yedine
					ve yedleri işbu temessük zabt ve tasarrıfına bir kimesne māniʿ olunmaya fī 20 Za sene 254



El-me'mūr bi'l-memhūr(?)
						El-hāccı Mehmed
El-me'mūr 



Şühūdu'l-hāl
						CYYK ve Sālih
Mollā Sālih MUNŞİK
						Mollā Mustafa HUDDİN
						ve gayrihim",,,,,,,,,,,,,,,,ruhbān|ruhbān|gardiyān|gardiyān|Mehmed|Sālih|Sālih|Mustafa,,YLUYK|TALAYURICE|Kirşevo,,,,DSCN0162-div1-zone_wtq_mpd_fjb,,EMIN_zabt_temessük,emin,
,,,2050-12-30,1839|1839-03-14,,,div1,,,,"Trevaez od Ule Nwıha gr: 110.
					Nno 28.
					1839.
					1254.
					45",,,,,,,,,,,,,,,,,,,,,,DSCN0162-div1-zone_cdp_tpd_fjb,,summary_Croatian,summary,
,,,1787-07-30,1787-07-30,,,div1,,,,fi'l-yevmi'l-hāmis ʿaşar min Şevvāl el-mükerrem sene ahadā ve miyetein ve elif,,,,,,,,,,,,,,,,,,,,,,DSCN0980-div1-zone_uld_fhf_z3b,,hüccet,hüccet,
,,,1787-07-30,1787-07-30,,,div1,,,,"fi'l-yevmi'l-hāmis ʿaşar min Şevvāl el-mükerrem sene ahadā
            ve miyetein ve elif



...",,,,,,,,,,,,,,,,,,,,,,DSCN0980-div1-zone_gjg_1q3_1jb,,hüccet,hüccet,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0980-div1-zone_hpz_cq3_1jb,,summary_Croatian,summary,
,,date_cert_low,1839-01-14,1839-01-14,,,div1,,,,"iʿtā olundu
fī L 54",,,,,,,,,,,,,,,,,,,,,,DSCN0994-div1-zone_j5b_zpf_z3b,,unkown,unknown,
,,,2050-12-30,1838,,,div1,,,,... 1838,,,,,,,,,,,,,,,,,,,,,,DSCN0994-div1-zone_ky2_cqf_z3b,,summary_Croatian,summary,
,,date_cert_unknown,1872-02-19,1872-02-19,,,div1,,,,"... fī 10 ... sene 88




...",,,,,,,,,,,,,,,,,,,,,,DSCN0764-div1-zone_cy3_5zq_2mb,,unknown,unknown,
,,,1837-04-05,1837-04-05,,,div1,,,,"işbu bin iki yüz elli iki senesinde der ... 
          



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN2167-div1-zone_zv4_xdy_cmb,,EMIN,emin,
,,,2050-12-30,1836,,,div1,,,,"... 1836.
          67",,,,,,,,,,,,,,,,,,,,,,DSCN2167-div1-zone_xfv_12y_cmb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2501-6-div1-zone_wlc_rly_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2501-6-div1-zone_ktk_dmy_ssb,,sened,sened,
,,date_cert_unknown,1839-03-14,1839-03-14,,,div1,,,,Fī ... 254,,,,,,,,,,,,,,,,,,,,,,DSCN0943-div1-zone_bzd_w1z_y3b,,tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN0943-div1-zone_xwb_1bz_y3b,,unkown,unknown,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN0943-div1-zone_m2f_bbz_y3b,,summary_Croatian,summary,
,,,1770-09-06,1770-09-06,,,div1,,,,"... hurira fī 16 Ca sene 1184




...",,,,,,,,,,,,,,,,,,,,,,DSCN2198-div1-zone_lsy_yqy_cmb,,mürāsele,mürāsele,
,,,1798-03-19,1798-03-19,,,div1,,,,... fī 2 L 1212,,,,,,,,,,,,,,,,,,,,,,DSCN1644-div1-zone_ffp_xfk_1jb,,iʿlām,iʿlām,
,,,2050-12-30,1798-03-23,,,div1,,,,"... 23 Martu 1798, ...",,,,,,,,,,,,,,,,,,,,,,DSCN1644-div1-zone_hmg_zfk_1jb,,summary_Croatian,summary,
,,,1840-06-22,1841-02-20|1840-06-22,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf oldur ki
					işbu bin iki yüz elli altı senesinde der ʿuhde ve iltizāmımızda bulunan Kirşevo mukātaʿasına
					merbūt Kirşevo varoş dāhilinde TOMİÇ mahallesinde mutavattın zimmī Agostin veled-i PRANİK
ve VKUİÇ ve nasrānī KALA veled-i PRANK ve BRKIÇ kendi taht-ı tasarrıdfında bulunan mahalle-i
					mezkūre bir mülki menzilhāne ve yanında bir kıtʿa ... dükânı bir tarafı Nokola ve KOYİÇ
bağçesi ve taraf-ı sānī MATO ʿANUNOYİÇ ... ve taraf-ı sālis ve rābiʿ tarīk-i ʿām ile
					mahdūd ve mümtāz olub işbu dārende-i hurūf Kirşevo varoş kilisadan gardiyān-ı nām-ı
					mesfūre resmiyle üç yüz otuz guruş bedeli ve ... mukābelesinde beyʿ-i bāt katʿiyle
					beyʿ edüb ol dahi kabūl biz dahi mukātaʿa emīni bulunduğumuz hasebiyle gardiyāna
tafvīz birle ve yedine işbu zabt tezkire virildi tarafımızdan ve taraf-ı āhardan
					hiç bir kimesne māniʿ ve müdāhale olunmaya
					fī 22 R sene 256



El-meʿmūr bi'l-memhūr
						Mehmed Emīn-i Mukā
						taʿa-i Kirşevo
Hālā
						M 



Şühūdu'l-hāl
						Saraylı ÇNFIK Ahmad SANCAKDār
Kirşevolı MRDAN Mollā Mehmed
Kirşevolı BİRNİK Mollā İbrāhīm
Zimmī PARİÇE GONİÇ
Zimmī İstepān PAKİÇE
ve gayrihim 



...mesfūrun(?) bulunan Kirşevo varoş yanında ... dāhilinde bir kıtʿa
						KŞNLK DUBUİÇE demekle gardiyāna beyʿ edüb biz dahi
						tafvīz birle",,,,,,,,,,,,,,,,Agostin veled-i PRANİK|VKUİÇ|KALA veled-i PRANK|BRKIÇ|Nokola|KOYİÇ|MATO ʿANUNOYİÇ|gardiyān|gardiyāna|Mehmed|Saraylı ÇNFIK Ahmad SANCAKDār|Kirşevolı MRDAN Mollā Mehmed|Kirşevolı BİRNİK Mollā İbrāhīm|Zimmī PARİÇE GONİÇ|Zimmī İstepān PAKİÇE|gardiyāna,,Kirşevo|Kirşevo|TOMİÇ|Kirşevo|Kirşevo|Kirşevo|KŞNLK DUBUİÇE,,,,DSCN0228-div1-zone_mkt_xdk_kjb,,EMIN_zabt_tezkire,emin,
,,,2050-12-30,1840|1841-02-20,,,div1,,,,"Tapia od Kuche Dugnije, Vantla i L:ee Augaftana Vukoicha 1840
Dlpifana 330. gr. =1256.
					57",,,,,,,,,,,,,,,,,,,,,,DSCN0228-div1-zone_hqn_12k_kjb,,sumamry_Croatian,summary,
,,date_cert_low,1794-01-05,1794-01-05,,,div1,,,,"... fī 3 C sene 1208




...",,,,,,,,,,,,,,,,,,,,,,DSCN2359-div1-zone_erl_wnn_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2359-div1-zone_nc4_znn_dmb,,summary_Croatian,summary,
,,,1837-10-28,1837-10-28,,,div1,,,,"... fī şehr Receb sene sıls
ve hamsīn ve mieteyn ve elif



...",,,,,,,,,,,,,,,,,,,,,,DSCN1650-div1-zone_h51_nmk_1jb,,hüccet,hüccet,
,,,1833-05-18,1833-05-18,,,div1,,,,"işbu bin iki yüz krık sekiz senesinde der ... 
          



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2371-div1-zone_rjc_3sn_dmb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2371-div1-zone_jk2_ksn_dmb,,summary_Croatian,summary,
,,,1857-03-27,1857-03-27,,,div1,,,,"... fī 2 Ş sene 273



...




...



... fī",,,,,,,,,,,,,,,,,,,,,,DSCN1678-div1-zone_xfv_fby_1jb,,emirnāme_sūret,emirnāme,
,,,2050-12-30,1857|1857-08-19,,,div1,,,,"... 1857. ...
1273",,,,,,,,,,,,,,,,,,,,,,DSCN1678-div1-zone_qs4_3by_1jb,,summary_Croatian,summary,
,,,1800-05-23,1800-05-23,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf budur ki
					der ʿuhde ve iltizāmımızda bulunan Kirşevo mukātaʿası kurālarında KUYSİNE karyesi hudūd dāhilinde
					vākiʿ iki kıtʿa... demekle maʿrūf hudūd … ila mutasarrıf olan
					... zimmī ... işbu dārende-i hurūf Kirşevo kilisanın
					gardiyān zimmī(?) PRAINYA ve sāi'ir ruhbānlarına krık dört buçuk guruş mukābeleside tasarrıfına
					ferāğ ve tefevvuz ve tesellüm virüb mesfūrlar kabūl eyledikden sonra tasarrıfyçün tarafımızdan
					ve ... etmelerile biz dahi me'mūrimiz hasebiyle tapu ile tafvīz edüb
					mā-dām ki sāl be-sāl ʿaşār-ı şerʿiye ve rüsūmāt-ı sā'ir ... geldüğü …
					üzere sāhib-i arzı olnlaraolanlara edā etmeleriyle tarafımızdan işbu tapu nāme
					virildi taraf-ı āhardan kimesne māniʿ olunmaya sene 1214



...
						ʿATAADE
Emīn-i
						Kirşevo




Şühūdu'l-hāl
						TOMİÇ Andriye
						TİDİÇ Peter
						ŞLAVİÇE Peter
						TOYİÇ Martan
						Marko BUÇU",,,,,,,,,,,,,,,,PRAINYA|ʿATAADE|TOMİÇ|TİDİÇ|ŞLAVİÇE|TOYİÇ|Marko,,Kirşevo|KUYSİNE|Kirşevo|Kirşevo,,,,DSCN0214-div1-zone_w1m_hbk_kjb,,EMIN_tapu_nāme,emin,
,,,2050-12-30,1800|1800-05-23,,,div1,,,,"Maritat kako ... od ... okicha rava
					Haruna i Luçizu do Miatova
1800 za goga
					da do gros: 44 par 20
					Nno 5. 1214.
					85",,,,,,,,,,,,,,,,,,Haruna|Luçizu|Miatova,,,,DSCN0214-div1-zone_n3d_kbk_kjb,,summary_Croatian,summary,
,,,1767-10-10,1767-10-10,,,div1,,,,"... hurira fi'l-yevmi'l-sābʿ ʿaşar min Cemaziye'l-evvel sene ahadā ve semānīn ve mie ve elif



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0599-div1-zone_q3d_4vj_2mb,,iʿlām_maʿrūz,iʿlām,
,,,1767,1767,,,div1,,,,... 1767,,,,,,,,,,,,,,,,,,,,,,DSCN0599-div1-zone_byb_tvj_2mb,,summary_Croatian,summary,
,,,1823-07-09,1823-07-09,,,div1,,,,"... fi'l-yevmi'l-hādī
min şehr Zi'l-kaʿade'l-şerīfe sene semān ve sılsīn ve mieteyn ve elif



...



...





...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1877-div1-zone_vrs_42w_cjb,,hüccet,hüccet,
,,,1823-07-13,1823-07-13,,,div1,,,,buyuruldu fī 5 Za sene 38,,,,,,,,,,,,,,,,,,,,,,DSCN1877-div1-zone_kjd_v2w_cjb,,buyuruldu,buyuruldu,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1877-div1-zone_sks_w2w_cjb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0589-div1-zone_ejh_hpj_2mb,,ʿarz-ıhāl_sūret,ʿarzıhāl,
,,,1785-01-08,1785-01-08,,,div1,,,,... fī 27 S sene 199,,,,,,,,,,,,,,,,,,,,,,DSCN0589-div1-zone_x5w_kpj_2mb,,buyuruldu_sūret,buyuruldu,
,,,2050-12-30,,,,div1,,,,"...



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0589-div1-zone_j5x_4pj_2mb,,note,note,
,,,1784-01-30,1784-01-30,,,div1,,,,"... fī 8 Rebi'ü'l-evvel sene 1198



...",,,,,,,,,,,,,,,,,,,,,,DSCN1654-div1-zone_cvn_nnk_1jb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1654-div1-zone_lhj_qnk_1jb,,summary_Croatian,summary,
,,,1807-06-09,1807-06-09,,,div1,,,,"... hurira fī 3 R sene 1222



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2349-div1-zone_qcs_yhn_dmb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2349-div1-zone_xf5_b3n_dmb,,summary_Croatian,summary,
,,,1777-10-20,1777-10-20,,,div1,,,,"... fī 19 N sene 191



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2361-div1-zone_w1p_bpn_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2361-div1-zone_oqr_hpn_dmb,,summary_Croatian,summary,
,,,1850-11-04,1850-11-04|1850-11-04,,,div1,,,,"Vech-i tahrīr hurūf oldur ki
					işbu iki yüz altmış altı senesinde ʿuhdemiz bulunan Kirşevo mukātaʿası mahalle-i VİRANK nefs-i(?) mülük-i
					menzilhāne yanında bir kıtʿa ... demekle
					mahalle-i mezkūrde mutavattın İNCE veled-i Mato KAİS'in mutasarrıf olub işbu dārende-i
					hurūf varoş kilisadan gardiyāna iki yüz elli guruş ... mukābelesinde beyʿ edüb ol dahi
					kabūl bizim dahi me'mūrumuz hasebiyle gardiyāna işbu zabt tezkire yedine vrdumvirdim tarafımızdan
					ve taraf-ı āhardan bir kimesne māniʿ olunmaya sene 66



El-me'mūr
						Mehmed Emīn-i Mukā-
						taʿa-i Kirşevo
Hālā
						M 



Şühūdu'l-hāl
						Zimmī SAKA RUŞNİÇ
						Zimmī TONA BAN
						Zimmī TONA KURSİÇ
						ve gayrihim",,,,,,,,,,,,,,,,İNCE veled-i Mato KAİS|gardiyāna|gardiyāna|Mehmed|SAKA|TONA|TONA,,Kirşevo|VİRANK|Kirşevo,,,,DSCN0210-div1-zone_nzs_p1k_kjb,,EMIN_zabt_tezkire,emin,
,,,2050-12-30,1851,,,div1,,,,"Od Kunihe Mete Kejicha u Vvuninae 1851.
					146",,,,,,,,,,,,,,,,,,,,,,DSCN0210-div1-zone_ahv_r1k_kjb,,summary_Croatian,summary,
,,,1785-10-25,1785-10-25,,,div1,,,,"hurıra fī 22 Z sene 199




...",,,,,,,,,,,,,,,,,,,,,,DSCN2407-div1-zone_k5h_hp5_dmb,,mürāsele,mürāsele,
,,date_cert_low,1783-06-14,1783-06-14,,,div1,,,,"... hurira fī 14 B sene 197




...",,,,,,,,,,,,,,,,,,,,,,DSCN2413-div1-zone_mfp_bs5_dmb,,mürāsele,mürāsele,
,,,1796-06-26,1796-06-26,,,div1,,,,fī 21 Zı'l-hicce sene 1210,,,,,,,,,,,,,,,,,,,,,,DSCN9220-div1-zone_d5f_x3s_mlb,,unkown,unknown,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9220-div1-zone_bkn_v3s_mlb,,unkown,unknown,
,,,2050-12-30,1796,,,div1,,,,na 1796,,,,,,,,,,,,,,,,,,,,,,DSCN9220-div1-zone_om2_53s_mlb,,sumary_Croatian,summary,
,,,1775-05-29,1775-05-01|1775-05-29,,,div1,,,,"işbu bin yüz seksen dokuz senesi Martı gürresinde der ...
          ... Rebi'ü'l-evvel sene 1189



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2375-div1-zone_yv4_5tn_dmb,,EMIN,emin,
,,,2050-12-30,1775,,,div1,,,,"...
          ... 1775",,,,,,,,,,,,,,,,,,,,,,DSCN2375-div1-zone_tpx_xtn_dmb,,summary_Serbian,summary,
,,,1854-06-06,1854-06-06,,,div1,,,,"... fi'l-yevmi'l-hādī ve'l-ʿaşar min şehr Ramazāni'l-mubārek
sene sabʿīn ve miyetein ve elif",,,,,,,,,,,,,,,,,,,,,,DSCN0953-div1-zone_uhb_14z_y3b,,hüccet,hüccet,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN0953-div1-zone_xss_d4z_y3b,,tasdīk,tasdīk,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN0953-div1-zone_zn4_f4z_y3b,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"Gebrān-ı Kirşevo'da matlūb olunacak akçe beyānıdır
                                                                           Meblāğ 50412
                                                                           18000 Minhā el-teslīmāt-ı nukūd
                                                                           32412 Havāle ʿan İsteban'nın ve Toru'nın
                                                                           9200
                                                                           22812 Veroş-ı Kirşevo'dan nukūd taleb oluna
                                                                           17000
                                                                           5812 Havāle ʿan Kara İbrahīm Ağa
3892
                                                                           1920 Kato'dan taleb oluna",,,,,,,,,,,,,,,,,,,,,,DSCN2188-div1-zone_nnf_w2w_j3b,,unknown,unknown,
,,,1870-07-20,1870-07-20,,,div1,,,,Fī 21 Rebīʿ'l-āhir sene 1287,,,,,,,,,,,,,,,,,,,,,,DSCN0947-div1-zone_cnx_5bz_y3b,,tapu_senedi,tapu,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN0947-div1-zone_s2m_wbz_y3b,,tuğra,tuğra,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN0947-div1-zone_ktn_zbz_y3b,,summary_Croatian,summary,
,,,1868-11-23,1868-11-23,,,div1,,,,"... fī 8 Şaʿbān sene 85




...





...




...




...",,,,,,,,,,,,,,,,,,,,,,DSCN0748-div1-zone_d4w_hvq_2mb,,sened,sened,
,,,1767-06-18,1767-06-18,,,div1,,,,fī 21 M 1181,,,,,,,,,,,,,,,,,,,,,,DSCN0984-div1-zone_mcq_njf_z3b,,mürāsele,mürāsele,
,,,2050-12-30,1767,,,div1,,,,1767 ...,,,,,,,,,,,,,,,,,,,,,,DSCN0984-div1-zone_wsh_qjf_z3b,,summary_Croatian,summary,
,,,1767-06-18,1767-06-18,,,div1,,,,fī 21 M 1181,,,,,,,,,,,,,,,,,,,,,,DSCN0984-div1-zone_v4v_z43_1jb,,mürāsele,mürāsele,
,,,2050-12-30,1767,,,div1,,,,1767 ...,,,,,,,,,,,,,,,,,,,,,,DSCN0984-div1-zone_nwd_bp3_1jb,,summay_Crotatioan,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2501-2-div1-zone_azk_kly_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2501-2-div1-zone_alq_xly_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"...



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9036-div1-zone_nkk_xjp_xkb,,izin_tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9036-div1-zone_qs2_wjp_xkb,,summary_Croatian,summary,
,,,1826-08-03,1826-08-03,,,div1,,,,"işbu bin iki yüz krık bir senesinde der ... 
          



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2177-div1-zone_svw_4hy_cmb,,EMIN,emin,
,,,2050-12-30,1826|1826-08-03,,,div1,,,,"... 1826.
          1241. Nno 16.",,,,,,,,,,,,,,,,,,,,,,DSCN2177-div1-zone_nlv_shy_cmb,,summary_Croatian,summary,
