id,title,date
zone_o33_qsw_2jb,DSCN0149#zone_o33_qsw_2jb,15 S sene 266
zone_gcm_5sw_2jb,DSCN0149#zone_gcm_5sw_2jb,1849
zone_zrj_bnm_3jb,DSCN0175#zone_zrj_bnm_3jb,bin iki yüz elli üç senesinde
zone_ntf_gnm_3jb,DSCN0175#zone_ntf_gnm_3jb,1253
zone_ykf_k2q_h3b,DSCN9192#zone_ykf_k2q_h3b,"9 Rebīülevvel sene 1288 sekisen sekiz
                  senesi"
zone_u5y_trj_1jb,DSCN0968#zone_u5y_trj_1jb,"fi'l-yevmi'l-sānī ve'l-ʿaşrūn min
            şehr Rebī'ü'l-āhir
sene isnā ve sabʿīn ve miyetein ve elif"
zone_n33_wrj_1jb,DSCN0968#zone_n33_wrj_1jb,
zone_crd_fnk_1jb,DSCN1653#zone_crd_fnk_1jb,
zone_wpn_5yj_kjb,DSCN0203#zone_wpn_5yj_kjb,bin iki yüz on üç senedinde
zone_g14_mzj_kjb,DSCN0203#zone_g14_mzj_kjb,1213
zone_rzn_5hq_cjb,DSCN1848#zone_rzn_5hq_cjb,
zone_hmk_msv_cjb,DSCN1860#zone_hmk_msv_cjb,24 Ra sene 1209
zone_gv3_psv_cjb,DSCN1860#zone_gv3_psv_cjb,1793
zone_rl1_3tv_cjb,DSCN1862#zone_rl1_3tv_cjb,1186-04-11
zone_gsh_ltv_cjb,DSCN1862#zone_gsh_ltv_cjb,29 R sene 186
zone_ymr_4tv_cjb,DSCN1862#zone_ymr_4tv_cjb,1772-24 ...
zone_ehw_bfy_1jb,DSCN1692#zone_ehw_bfy_1jb,"fi'l-yevmi'l-hādī ve'l-ʿaşrīn min
                  Şevvālı'l-kerām sene arbaʿ ve semānīn ve mieteyn ve elif"
zone_ngq_mfy_1jb,DSCN1692#zone_ngq_mfy_1jb,21 Şevvāl sene 84
zone_c1q_yfy_1jb,DSCN1692#zone_c1q_yfy_1jb,
zone_uqs_4xj_kjb,DSCN0201#zone_uqs_4xj_kjb,1839
zone_avb_rxj_kjb,DSCN0201#zone_avb_rxj_kjb,1839
zone_tch_w5w_cjb,DSCN1889#zone_tch_w5w_cjb, sene 12
zone_gc1_dvw_cjb,DSCN1889#zone_gc1_dvw_cjb,1880
zone_csg_jqt_3jb,DSCN0188#zone_csg_jqt_3jb,bin iki yüz yedi senesinde
zone_ejp_nqt_3jb,DSCN0188#zone_ejp_nqt_3jb,
zone_ukz_d4m_3jb,DSCN0177#zone_ukz_d4m_3jb,bin iki yüz krık senesinde
zone_ylq_j4m_3jb,DSCN0177#zone_ylq_j4m_3jb,1240
zone_rqd_jvz_djb,DSCN8926#zone_rqd_jvz_djb,1269-08-21
zone_rsg_lvz_djb,DSCN8926#zone_rsg_lvz_djb,
zone_y4f_nvz_djb,DSCN8926#zone_y4f_nvz_djb,30. maj - 7. juli 1853
zone_onn_rcx_cjb,DSCN1902#zone_onn_rcx_cjb,1869
zone_xvp_1nq_h3b,DSCN9345#zone_xvp_1nq_h3b,1223
zone_mmd_rlr_kkb,DSCN0348#zone_mmd_rlr_kkb,7 C sene 35
zone_n3g_wlr_kkb,DSCN0348#zone_n3g_wlr_kkb,1235
zone_gbf_3qr_kkb,DSCN0360#zone_gbf_3qr_kkb,5 N sene 265
zone_jzs_mqr_kkb,DSCN0360#zone_jzs_mqr_kkb,
zone_dtw_bj2_bjb,DSCN1718#zone_dtw_bj2_bjb,"fi'l-yevmi'l-rābīʿ min şehr Recebi'l-...
sene sabʿ ve sabʿīn ve mieteyn ve elif"
zone_em5_gj2_bjb,DSCN1718#zone_em5_gj2_bjb,1861
zone_wtq_mpd_fjb,DSCN0162#zone_wtq_mpd_fjb,20 Za sene 254
zone_cdp_tpd_fjb,DSCN0162#zone_cdp_tpd_fjb,1254
zone_uld_fhf_z3b,DSCN0980#zone_uld_fhf_z3b,fi'l-yevmi'l-hāmis ʿaşar min Şevvāl el-mükerrem sene ahadā ve miyetein ve elif
zone_gjg_1q3_1jb,DSCN0980#zone_gjg_1q3_1jb,"fi'l-yevmi'l-hāmis ʿaşar min Şevvāl el-mükerrem sene ahadā
            ve miyetein ve elif"
zone_hpz_cq3_1jb,DSCN0980#zone_hpz_cq3_1jb,
zone_j5b_zpf_z3b,DSCN0994#zone_j5b_zpf_z3b,L 54
zone_ky2_cqf_z3b,DSCN0994#zone_ky2_cqf_z3b,1838
zone_bzd_w1z_y3b,DSCN0943#zone_bzd_w1z_y3b,... 254
zone_xwb_1bz_y3b,DSCN0943#zone_xwb_1bz_y3b,
zone_m2f_bbz_y3b,DSCN0943#zone_m2f_bbz_y3b,
zone_ffp_xfk_1jb,DSCN1644#zone_ffp_xfk_1jb,2 L 1212
zone_hmg_zfk_1jb,DSCN1644#zone_hmg_zfk_1jb,23 Martu 1798
zone_mkt_xdk_kjb,DSCN0228#zone_mkt_xdk_kjb,22 R sene 256
zone_hqn_12k_kjb,DSCN0228#zone_hqn_12k_kjb,1256
zone_h51_nmk_1jb,DSCN1650#zone_h51_nmk_1jb,"şehr Receb sene sıls
ve hamsīn ve mieteyn ve elif"
zone_xfv_fby_1jb,DSCN1678#zone_xfv_fby_1jb,2 Ş sene 273
zone_qs4_3by_1jb,DSCN1678#zone_qs4_3by_1jb,1273
zone_w1m_hbk_kjb,DSCN0214#zone_w1m_hbk_kjb,sene 1214
zone_n3d_kbk_kjb,DSCN0214#zone_n3d_kbk_kjb,1214
zone_vrs_42w_cjb,DSCN1877#zone_vrs_42w_cjb,"fi'l-yevmi'l-hādī
min şehr Zi'l-kaʿade'l-şerīfe sene semān ve sılsīn ve mieteyn ve elif"
zone_kjd_v2w_cjb,DSCN1877#zone_kjd_v2w_cjb,5 Za sene 38
zone_sks_w2w_cjb,DSCN1877#zone_sks_w2w_cjb,
zone_cvn_nnk_1jb,DSCN1654#zone_cvn_nnk_1jb,8 Rebi'ü'l-evvel sene 1198
zone_lhj_qnk_1jb,DSCN1654#zone_lhj_qnk_1jb,
zone_nzs_p1k_kjb,DSCN0210#zone_nzs_p1k_kjb,sene 66
zone_ahv_r1k_kjb,DSCN0210#zone_ahv_r1k_kjb,1851
zone_uhb_14z_y3b,DSCN0953#zone_uhb_14z_y3b,fi'l-yevmi'l-hādī ve'l-ʿaşar min şehr Ramazāni'l-mubārek
zone_xss_d4z_y3b,DSCN0953#zone_xss_d4z_y3b,
zone_zn4_f4z_y3b,DSCN0953#zone_zn4_f4z_y3b,
zone_nnf_w2w_j3b,DSCN2188#zone_nnf_w2w_j3b,
zone_cnx_5bz_y3b,DSCN0947#zone_cnx_5bz_y3b,21 Rebīʿ'l-āhir sene 1287
zone_s2m_wbz_y3b,DSCN0947#zone_s2m_wbz_y3b,
zone_ktn_zbz_y3b,DSCN0947#zone_ktn_zbz_y3b,
zone_mcq_njf_z3b,DSCN0984#zone_mcq_njf_z3b,21 M 1181
zone_wsh_qjf_z3b,DSCN0984#zone_wsh_qjf_z3b,1767
zone_v4v_z43_1jb,DSCN0984#zone_v4v_z43_1jb,21 M 1181
zone_nwd_bp3_1jb,DSCN0984#zone_nwd_bp3_1jb,1767
zone_hq5_jzt_3jb,DSCN0199#zone_hq5_jzt_3jb,sene 246
zone_b2d_nzt_3jb,DSCN0199#zone_b2d_nzt_3jb,1832
zone_gdn_lhq_h3b,DSCN9195#zone_gdn_lhq_h3b,
zone_w1b_plm_3jb,DSCN0172#zone_w1b_plm_3jb,sene 1222
zone_dpt_tlm_3jb,DSCN0172#zone_dpt_tlm_3jb,1222
zone_h12_tg1_2jb,DSCN8937#zone_h12_tg1_2jb,1189-02-01
zone_bx3_zg1_2jb,DSCN8937#zone_bx3_zg1_2jb,3-12 aprila 1775
zone_txr_yn2_bjb,DSCN1734#zone_txr_yn2_bjb,11 sene 232
zone_p4g_c42_bjb,DSCN1734#zone_p4g_c42_bjb,1816
zone_lq4_pc2_bjb,DSCN1708#zone_lq4_pc2_bjb,10 Rebi'ü'l-evvel sene 86
zone_mkl_rc2_bjb,DSCN1708#zone_mkl_rc2_bjb,1869
zone_b4r_cgx_cjb,DSCN1912#zone_b4r_cgx_cjb,15 L sene 66
zone_bgl_ggx_cjb,DSCN1912#zone_bgl_ggx_cjb,1266
zone_txs_qdx_cjb,DSCN1906#zone_txs_qdx_cjb,fi'l-yevmi'l-sānī ve'l-ʿaşrīn min Muharremi'l-harām sene 1181
zone_o4r_sdx_cjb,DSCN1906#zone_o4r_sdx_cjb,1767
zone_rpx_grd_fjb,DSCN0167#zone_rpx_grd_fjb,bin iki yüz otuz üç senesinde
zone_vwd_krd_fjb,DSCN0167#zone_vwd_krd_fjb,1233
zone_h1l_lnf_z3b,DSCN0991#zone_h1l_lnf_z3b,... fī 18 Şevvāl el-mükerrem sene 1188
zone_vfv_tzj_kjb,DSCN0205#zone_vfv_tzj_kjb,7 C sene 35
zone_dgr_wzj_kjb,DSCN0205#zone_dgr_wzj_kjb,1235
zone_tk4_5fk_kjb,DSCN0239#zone_tk4_5fk_kjb,19 S sene 1221
zone_wkd_zfk_kjb,DSCN0239#zone_wkd_zfk_kjb,
zone_a4b_pcy_1jb,DSCN1680#zone_a4b_pcy_1jb,"fi'l-yevmi'l-hāmis
ve'l-ʿaşr min şehr Zi'l-kaʿade'l-şerīf sene suls ve sabʿīn ve mieteyn ve elif"
zone_rf2_5cy_1jb,DSCN1680#zone_rf2_5cy_1jb,1273
zone_v4t_24k_1jb,DSCN1657#zone_v4t_24k_1jb,sene 69
zone_ofw_c1k_kjb,DSCN0207#zone_ofw_c1k_kjb,7 Ca sene 1235
zone_xnj_h1k_kjb,DSCN0207#zone_xnj_h1k_kjb,1235
zone_wwy_rff_z3b,DSCN0978#zone_wwy_rff_z3b,1210-01-11
zone_exj_wff_z3b,DSCN0978#zone_exj_wff_z3b,
zone_cns_dr3_1jb,DSCN0978#zone_cns_dr3_1jb,"evāsit Muharrem el-harām sene ʿaşr ve miyetein
            ve elif"
zone_cth_gr3_1jb,DSCN0978#zone_cth_gr3_1jb,
zone_vdc_jkf_z3b,DSCN0987#zone_vdc_jkf_z3b,fi'l-yevmi'l-hāmis ʿaşar Zi'l-kaʿade sene sabʿ ve tisʿīn ve miye ve elif
zone_olg_3l3_1jb,DSCN0987#zone_olg_3l3_1jb,"fi'l-yevmi'l-hāmis ʿaşar Zi'l-kaʿade sene
                  sabʿ ve tisʿīn ve miye ve elif"
zone_l5b_cpf_z3b,DSCN0993#zone_l5b_cpf_z3b,19 L 1212
zone_imz_z13_j3b,DSCN2174#zone_imz_z13_j3b,9 Ra sene 245
zone_snf_lf1_2jb,DSCN8934#zone_snf_lf1_2jb,1830
zone_dvz_lf1_2jb,DSCN8934#zone_dvz_lf1_2jb,3.-12. juna 1830
zone_alf_1l2_bjb,DSCN1723#zone_alf_1l2_bjb,"fi'l-yevmi'l-... min şehr
Cemaziye'l-sānī sene
hamis ve sabʿīn ve mieteyn ve elif"
zone_imh_gl2_bjb,DSCN1723#zone_imh_gl2_bjb,
zone_alj_l1f_bjb,DSCN1736#zone_alj_l1f_bjb,3 Z 199
zone_kvh_1cf_bjb,DSCN1736#zone_kvh_1cf_bjb,
zone_uyy_gcf_bjb,DSCN1736#zone_uyy_gcf_bjb,3 Z 199
zone_nm5_mcf_bjb,DSCN1736#zone_nm5_mcf_bjb,1785
zone_zvz_43z_djb,DSCN8921#zone_zvz_43z_djb,
zone_wbb_s3z_djb,DSCN8921#zone_wbb_s3z_djb,6. oktobar 1770
zone_ubm_t3z_djb,DSCN8921#zone_ubm_t3z_djb,1771
zone_hg2_mfx_cjb,DSCN1911#zone_hg2_mfx_cjb,25 Z sene 266
zone_itl_4fx_cjb,DSCN1911#zone_itl_4fx_cjb,
zone_tkp_dvd_djb,DSCN1939#zone_tkp_dvd_djb,3 L sene 70
zone_vp3_gvd_djb,DSCN1939#zone_vp3_gvd_djb,
zone_gwg_kqd_fjb,DSCN0164#zone_gwg_kqd_fjb,23 sene 36
zone_s1q_mqd_fjb,DSCN0164#zone_s1q_mqd_fjb,1236
zone_ynl_c4d_fjb,DSCN0158#zone_ynl_c4d_fjb,6 R sene 72
zone_zmz_f4d_fjb,DSCN0158#zone_zmz_f4d_fjb,1856
zone_hs4_bfz_y3b,DSCN0951#zone_hs4_bfz_y3b,yevmi'l-hāmis ve'l-ʿaşrūn min ... Receb ... ve sene suls ve sabʿīn
zone_wl4_kfz_y3b,DSCN0951#zone_wl4_kfz_y3b,Redjer 1254
zone_qmj_x1k_kjb,DSCN0212#zone_qmj_x1k_kjb,sene 1229
zone_d4g_bbk_kjb,DSCN0212#zone_d4g_bbk_kjb,
zone_fyr_dsw_j3b,DSCN2363#zone_fyr_dsw_j3b,
zone_ckh_h2k_1jb,DSCN1642#zone_ckh_h2k_1jb,1182-08-21
zone_k5w_32k_1jb,DSCN1642#zone_k5w_32k_1jb,1769
zone_nk5_scw_cjb,DSCN1871#zone_nk5_scw_cjb,"11 min
Cemaziye'l-āhir sene 1212"
zone_m1w_wcw_cjb,DSCN1871#zone_m1w_wcw_cjb,1798
zone_ayl_svv_cjb,DSCN1865#zone_ayl_svv_cjb,iki yüz doksan yedi senesine
zone_xpk_xvv_cjb,DSCN1865#zone_xpk_xvv_cjb,
zone_gch_nrv_cjb,DSCN1859#zone_gch_nrv_cjb,18 Ra 1213
zone_mr3_qrv_cjb,DSCN1859#zone_mr3_qrv_cjb,
zone_i2j_rrv_cjb,DSCN1859#zone_i2j_rrv_cjb,
