docId,typeId
zone_ntf_gnm_3jb,summary_Croatian
zone_ykf_k2q_h3b,mürūr_tezkiresi
zone_u5y_trj_1jb,hüccet_sūret
zone_n33_wrj_1jb,summary_Croatian
zone_crd_fnk_1jb,ʿarz-ı_hāl
zone_wpn_5yj_kjb,EMIN
zone_g14_mzj_kjb,summary_Croatian
zone_rzn_5hq_cjb,ʿarz-ı_hāl
zone_hmk_msv_cjb,iʿlām
zone_gv3_psv_cjb,summary_Croatian
zone_rl1_3tv_cjb,iʿlām
zone_gsh_ltv_cjb,buyuruldu
zone_ymr_4tv_cjb,sumamry_Croatian
zone_ehw_bfy_1jb,hüccet
zone_ngq_mfy_1jb,unknown
zone_c1q_yfy_1jb,summary_Croatian
zone_uqs_4xj_kjb,EMIN_temessük_zabt
zone_avb_rxj_kjb,summary_Croatian
zone_tch_w5w_cjb,ʿilmühaber_tapu_senedi
zone_gc1_dvw_cjb,summary_Croatian
zone_csg_jqt_3jb,tapu_nāme
zone_ejp_nqt_3jb,summary_Croatian
zone_ukz_d4m_3jb,EMIN_zabt_temessük
zone_ylq_j4m_3jb,summary_Croatian
zone_rqd_jvz_djb,fermān_sūret
zone_rsg_lvz_djb,unknown
zone_y4f_nvz_djb,summary_Croatian
zone_onn_rcx_cjb,summay_Croatian
zone_xvp_1nq_h3b,kassām_defteri
zone_wnd_dm3_qkb,iʿlām
zone_xnt_5ff_pkb,EMIN_sūret
zone_k1r_zff_pkb,summary_Croatian
zone_mmd_rlr_kkb,EMIN
zone_n3g_wlr_kkb,summary_Croatian
zone_r4h_4yg_skb,hüccet
zone_gbf_3qr_kkb,EMIN
zone_jzs_mqr_kkb,summary_Croatian
zone_dtw_bj2_bjb,hüccet
zone_em5_gj2_bjb,summary_Croatian
zone_wtq_mpd_fjb,zabt_temessük
zone_cdp_tpd_fjb,summary_Croatian
zone_uld_fhf_z3b,hüccet
zone_gjg_1q3_1jb,hüccet
zone_hpz_cq3_1jb,summary_Croatian
zone_j5b_zpf_z3b,unkown
zone_ky2_cqf_z3b,summary_Croatian
zone_bzd_w1z_y3b,tezkire
zone_xwb_1bz_y3b,unkown
zone_m2f_bbz_y3b,summary_Croatian
zone_ffp_xfk_1jb,iʿlām
zone_hmg_zfk_1jb,summary_Croatian
zone_mkt_xdk_kjb,EMIN_zabt_temessük
zone_hqn_12k_kjb,sumamry_Croatian
zone_h51_nmk_1jb,hüccet
zone_xfv_fby_1jb,emirnāme_sūret
zone_qs4_3by_1jb,summary_Croatian
zone_w1m_hbk_kjb,EMIN_tapu_nāme
zone_n3d_kbk_kjb,summary_Croatian
zone_vrs_42w_cjb,hüccet
zone_kjd_v2w_cjb,buyuruldu
zone_sks_w2w_cjb,summary_Croatian
zone_cvn_nnk_1jb,mürāsele
zone_lhj_qnk_1jb,summary_Croatian
zone_nzs_p1k_kjb,EMIN_zabt_temessük
zone_ahv_r1k_kjb,summary_Croatian
zone_uhb_14z_y3b,hüccet
zone_xss_d4z_y3b,tasdīk
zone_zn4_f4z_y3b,summary_Croatian
zone_nnf_w2w_j3b,unknown
zone_cnx_5bz_y3b,tapu_senedi
zone_s2m_wbz_y3b,tuğra
zone_ktn_zbz_y3b,summary_Croatian
zone_mcq_njf_z3b,mürāsele
zone_wsh_qjf_z3b,summary_Croatian
zone_v4v_z43_1jb,mürāsele
zone_nwd_bp3_1jb,summay_Crotatioan
zone_hq5_jzt_3jb,zabt_temessük
zone_b2d_nzt_3jb,summary_Croatian
zone_gdn_lhq_h3b,fetvā
zone_w1b_plm_3jb,maʿarifet_tezkire
zone_dpt_tlm_3jb,summary_Croatian
zone_h12_tg1_2jb,fermān_sūret
zone_bx3_zg1_2jb,summary_Croatian
zone_txr_yn2_bjb,beyāz_üzerine_buyuruldu_sūret
zone_p4g_c42_bjb,summary_Croatian
zone_xjz_f33_qkb,makbūz
zone_cys_qv2_pkb,tapu_sūret
zone_hrn_5v2_pkb,summary_Croatian
zone_lq4_pc2_bjb,ʿarz-ı_hāl
zone_mkl_rc2_bjb,summary_Croatian
zone_az5_ldf_pkb,defter
zone_v1l_4df_pkb,unkown
zone_vmb_12f_pkb,summary_Croatian
zone_sdd_j1h_skb,ʿilmühaber
zone_n2b_p33_qkb,makbūz
zone_b4r_cgx_cjb,zabt_tezkire
zone_bgl_ggx_cjb,summary_Croatian
zone_txs_qdx_cjb,mürāsele
zone_o4r_sdx_cjb,summary_Croatian
zone_rpx_grd_fjb,unknown
zone_vwd_krd_fjb,summary_Croatian
zone_h1l_lnf_z3b,mülāsele
zone_vfv_tzj_kjb,EMIN
zone_dgr_wzj_kjb,summary_Croatian
zone_tk4_5fk_kjb,EMIN
zone_wkd_zfk_kjb,summary_Croatian
zone_a4b_pcy_1jb,hüccet
zone_rf2_5cy_1jb,summary_Croatian
zone_v4t_24k_1jb,zabtnāme
zone_ofw_c1k_kjb,EMIN
zone_xnj_h1k_kjb,summary_Croatian
zone_wwy_rff_z3b,hüccet_sūret
zone_exj_wff_z3b,summary_Croatian
zone_cns_dr3_1jb,hüccet_sūret
zone_cth_gr3_1jb,summary_Croatian
zone_vdc_jkf_z3b,_sūret
zone_olg_3l3_1jb,_sūret
zone_l5b_cpf_z3b,tezkire
zone_imz_z13_j3b,Kassām_defteri
zone_uwr_cf3_qkb,makbūz
zone_snf_lf1_2jb,summary_Croatian
zone_dvz_lf1_2jb,summary_Croatian
zone_alf_1l2_bjb,hüccet
zone_imh_gl2_bjb,summary_Croatian
zone_adp_vzg_skb,unkown
zone_gyd_xzg_skb,unknown
zone_acn_vh3_qkb,makbūz
zone_fqn_fx2_pkb,EMIN
zone_kkk_nx2_pkb,summary_Croatinan
zone_en5_jh3_qkb,makbūz
zone_alj_l1f_bjb,ʿarz-ı_hāl_buyuruldu_sūret
zone_kvh_1cf_bjb,ʿarz-ı_hāl_sūret
zone_uyy_gcf_bjb,buyuruldu_sūret
zone_nm5_mcf_bjb,summary_Croatian
zone_zvz_43z_djb,beyāz_üzerine_buyuruldu
zone_wbb_s3z_djb,summary_Croatian
zone_ubm_t3z_djb,summary_Croatian
zone_hg2_mfx_cjb,mürāsele
zone_itl_4fx_cjb,note_Croatian
zone_axh_sg3_qkb,makbūz
zone_tkp_dvd_djb,mürāsele
zone_vp3_gvd_djb,summary_Croatian
zone_gwg_kqd_fjb,unknown
zone_s1q_mqd_fjb,summary_Croatian
zone_ynl_c4d_fjb,ʿilmühaber_sūret
zone_zmz_f4d_fjb,summary_Croatian
zone_hs4_bfz_y3b,hüccet_simple
zone_wl4_kfz_y3b,sumamry_Croatian
zone_qmj_x1k_kjb,EMIN_zemin_tezkire
zone_d4g_bbk_kjb,summary_Croatian
zone_fyr_dsw_j3b,note
zone_ckh_h2k_1jb,iʿlām
zone_k5w_32k_1jb,summary_Serbian
zone_nk5_scw_cjb,mürāsele
zone_m1w_wcw_cjb,summary_Croatian
zone_ayl_svv_cjb,EMIN
zone_xpk_xvv_cjb,summary_Croatian
zone_gch_nrv_cjb,iʿlām
zone_mr3_qrv_cjb,note
zone_i2j_rrv_cjb,note
